	0	1	2	3	4
408	0.5	0.02	0.16	0.18	0.14
409	0.5	0.02	0.16	0.16	0.16
410	0.5	0.02	0.16	0.14	0.18
411	0.5	0.02	0.16	0.12	0.2
412	0.5	0.02	0.14	0.24	0.1
413	0.5	0.02	0.14	0.22	0.12
414	0.5	0.02	0.14	0.2	0.14
415	0.5	0.02	0.14	0.18	0.16
416	0.5	0.02	0.14	0.16	0.18
417	0.5	0.02	0.14	0.14	0.2
418	0.5	0.02	0.12	0.26	0.1
419	0.5	0.02	0.12	0.24	0.12
420	0.5	0.02	0.12	0.22	0.14
421	0.5	0.02	0.12	0.2	0.16
422	0.5	0.02	0.12	0.18	0.18
423	0.5	0.02	0.12	0.16	0.2
424	0.5	0.02	0.1	0.28	0.1
425	0.5	0.02	0.1	0.26	0.12
426	0.5	0.02	0.1	0.24	0.14
427	0.5	0.02	0.1	0.22	0.16
428	0.5	0.02	0.1	0.2	0.18
429	0.5	0.02	0.1	0.18	0.2
430	0.5	0.02	0.08	0.3	0.1
431	0.5	0.02	0.08	0.28	0.12
432	0.5	0.02	0.08	0.26	0.14
433	0.5	0.02	0.08	0.24	0.16
434	0.5	0.02	0.08	0.22	0.18
435	0.5	0.02	0.08	0.2	0.2
436	0.5	0.02	0.06	0.32	0.1
437	0.5	0.02	0.06	0.3	0.12
438	0.5	0.02	0.06	0.28	0.14
439	0.5	0.02	0.06	0.26	0.16
440	0.5	0.02	0.06	0.24	0.18
441	0.5	0.02	0.06	0.22	0.2
442	0.5	0.02	0.04	0.34	0.1
443	0.5	0.02	0.04	0.32	0.12
444	0.5	0.02	0.04	0.3	0.14
445	0.5	0.02	0.04	0.28	0.16
446	0.5	0.02	0.04	0.26	0.18
447	0.5	0.02	0.04	0.24	0.2
448	0.5	0.02	0.02	0.36	0.1
449	0.5	0.02	0.02	0.34	0.12
450	0.5	0.02	0.02	0.32	0.14
451	0.5	0.02	0.02	0.3	0.16
452	0.5	0.02	0.02	0.28	0.18
453	0.5	0.02	0.02	0.26	0.2
454	0.5	0.02	0.0	0.38	0.1
455	0.5	0.02	0.0	0.36	0.12
456	0.5	0.02	0.0	0.34	0.14
457	0.5	0.02	0.0	0.32	0.16
458	0.5	0.02	0.0	0.3	0.18
459	0.5	0.02	0.0	0.28	0.2
460	0.5	0.0	0.2	0.2	0.1
461	0.5	0.0	0.2	0.18	0.12
462	0.5	0.0	0.2	0.16	0.14
463	0.5	0.0	0.2	0.14	0.16
464	0.5	0.0	0.2	0.12	0.18
465	0.5	0.0	0.2	0.1	0.2
466	0.5	0.0	0.18	0.22	0.1
467	0.5	0.0	0.18	0.2	0.12
468	0.5	0.0	0.18	0.18	0.14
469	0.5	0.0	0.18	0.16	0.16
470	0.5	0.0	0.18	0.14	0.18
471	0.5	0.0	0.18	0.12	0.2
472	0.5	0.0	0.16	0.24	0.1
473	0.5	0.0	0.16	0.22	0.12
474	0.5	0.0	0.16	0.2	0.14
475	0.5	0.0	0.16	0.18	0.16
476	0.5	0.0	0.16	0.16	0.18
477	0.5	0.0	0.16	0.14	0.2
478	0.5	0.0	0.14	0.26	0.1
479	0.5	0.0	0.14	0.24	0.12
480	0.5	0.0	0.14	0.22	0.14
481	0.5	0.0	0.14	0.2	0.16
482	0.5	0.0	0.14	0.18	0.18
483	0.5	0.0	0.14	0.16	0.2
484	0.5	0.0	0.12	0.28	0.1
485	0.5	0.0	0.12	0.26	0.12
486	0.5	0.0	0.12	0.24	0.14
487	0.5	0.0	0.12	0.22	0.16
488	0.5	0.0	0.12	0.2	0.18
489	0.5	0.0	0.12	0.18	0.2
490	0.5	0.0	0.1	0.3	0.1
491	0.5	0.0	0.1	0.28	0.12
492	0.5	0.0	0.1	0.26	0.14
493	0.5	0.0	0.1	0.24	0.16
494	0.5	0.0	0.1	0.22	0.18
495	0.5	0.0	0.1	0.2	0.2
496	0.5	0.0	0.08	0.32	0.1
497	0.5	0.0	0.08	0.3	0.12
498	0.5	0.0	0.08	0.28	0.14
499	0.5	0.0	0.08	0.26	0.16
500	0.5	0.0	0.08	0.24	0.18
501	0.5	0.0	0.08	0.22	0.2
502	0.5	0.0	0.06	0.34	0.1
503	0.5	0.0	0.06	0.32	0.12
504	0.5	0.0	0.06	0.3	0.14
505	0.5	0.0	0.06	0.28	0.16
506	0.5	0.0	0.06	0.26	0.18
507	0.5	0.0	0.06	0.24	0.2
508	0.5	0.0	0.04	0.36	0.1
509	0.5	0.0	0.04	0.34	0.12
510	0.5	0.0	0.04	0.32	0.14
511	0.5	0.0	0.04	0.3	0.16
512	0.5	0.0	0.04	0.28	0.18
513	0.5	0.0	0.04	0.26	0.2
514	0.5	0.0	0.02	0.38	0.1
515	0.5	0.0	0.02	0.36	0.12
516	0.5	0.0	0.02	0.34	0.14
517	0.5	0.0	0.02	0.32	0.16
518	0.5	0.0	0.02	0.3	0.18
519	0.5	0.0	0.02	0.28	0.2
520	0.5	0.0	0.0	0.4	0.1
521	0.5	0.0	0.0	0.38	0.12
522	0.5	0.0	0.0	0.36	0.14
523	0.5	0.0	0.0	0.34	0.16
524	0.5	0.0	0.0	0.32	0.18
525	0.5	0.0	0.0	0.3	0.2
526	0.48	0.2	0.12	0.1	0.1
527	0.48	0.2	0.1	0.12	0.1
528	0.48	0.2	0.1	0.1	0.12
529	0.48	0.2	0.08	0.14	0.1
530	0.48	0.2	0.08	0.12	0.12
531	0.48	0.2	0.08	0.1	0.14
532	0.48	0.2	0.06	0.16	0.1
533	0.48	0.2	0.06	0.14	0.12
534	0.48	0.2	0.06	0.12	0.14
535	0.48	0.2	0.06	0.1	0.16
536	0.48	0.2	0.04	0.18	0.1
537	0.48	0.2	0.04	0.16	0.12
538	0.48	0.2	0.04	0.14	0.14
539	0.48	0.2	0.04	0.12	0.16
540	0.48	0.2	0.04	0.1	0.18
541	0.48	0.2	0.02	0.2	0.1
542	0.48	0.2	0.02	0.18	0.12
543	0.48	0.2	0.02	0.16	0.14
544	0.48	0.2	0.02	0.14	0.16
545	0.48	0.2	0.02	0.12	0.18
546	0.48	0.2	0.02	0.1	0.2
547	0.48	0.2	0.0	0.22	0.1
548	0.48	0.2	0.0	0.2	0.12
549	0.48	0.2	0.0	0.18	0.14
550	0.48	0.2	0.0	0.16	0.16
551	0.48	0.2	0.0	0.14	0.18
552	0.48	0.2	0.0	0.12	0.2
553	0.48	0.18	0.14	0.1	0.1
554	0.48	0.18	0.12	0.12	0.1
555	0.48	0.18	0.12	0.1	0.12
556	0.48	0.18	0.1	0.14	0.1
557	0.48	0.18	0.1	0.12	0.12
558	0.48	0.18	0.1	0.1	0.14
559	0.48	0.18	0.08	0.16	0.1
560	0.48	0.18	0.08	0.14	0.12
561	0.48	0.18	0.08	0.12	0.14
562	0.48	0.18	0.08	0.1	0.16
563	0.48	0.18	0.06	0.18	0.1
564	0.48	0.18	0.06	0.16	0.12
565	0.48	0.18	0.06	0.14	0.14
566	0.48	0.18	0.06	0.12	0.16
567	0.48	0.18	0.06	0.1	0.18
568	0.48	0.18	0.04	0.2	0.1
569	0.48	0.18	0.04	0.18	0.12
570	0.48	0.18	0.04	0.16	0.14
571	0.48	0.18	0.04	0.14	0.16
572	0.48	0.18	0.04	0.12	0.18
573	0.48	0.18	0.04	0.1	0.2
574	0.48	0.18	0.02	0.22	0.1
575	0.48	0.18	0.02	0.2	0.12
576	0.48	0.18	0.02	0.18	0.14
577	0.48	0.18	0.02	0.16	0.16
578	0.48	0.18	0.02	0.14	0.18
579	0.48	0.18	0.02	0.12	0.2
580	0.48	0.18	0.0	0.24	0.1
581	0.48	0.18	0.0	0.22	0.12
582	0.48	0.18	0.0	0.2	0.14
583	0.48	0.18	0.0	0.18	0.16
584	0.48	0.18	0.0	0.16	0.18
585	0.48	0.18	0.0	0.14	0.2
586	0.48	0.16	0.16	0.1	0.1
587	0.48	0.16	0.14	0.12	0.1
588	0.48	0.16	0.14	0.1	0.12
589	0.48	0.16	0.12	0.14	0.1
590	0.48	0.16	0.12	0.12	0.12
591	0.48	0.16	0.12	0.1	0.14
592	0.48	0.16	0.1	0.16	0.1
593	0.48	0.16	0.1	0.14	0.12
594	0.48	0.16	0.1	0.12	0.14
595	0.48	0.16	0.1	0.1	0.16
596	0.48	0.16	0.08	0.18	0.1
597	0.48	0.16	0.08	0.16	0.12
598	0.48	0.16	0.08	0.14	0.14
599	0.48	0.16	0.08	0.12	0.16
600	0.48	0.16	0.08	0.1	0.18
601	0.48	0.16	0.06	0.2	0.1
602	0.48	0.16	0.06	0.18	0.12
603	0.48	0.16	0.06	0.16	0.14
604	0.48	0.16	0.06	0.14	0.16
605	0.48	0.16	0.06	0.12	0.18
606	0.48	0.16	0.06	0.1	0.2
607	0.48	0.16	0.04	0.22	0.1
608	0.48	0.16	0.04	0.2	0.12
609	0.48	0.16	0.04	0.18	0.14
610	0.48	0.16	0.04	0.16	0.16
611	0.48	0.16	0.04	0.14	0.18
612	0.48	0.16	0.04	0.12	0.2
613	0.48	0.16	0.02	0.24	0.1
614	0.48	0.16	0.02	0.22	0.12
615	0.48	0.16	0.02	0.2	0.14
616	0.48	0.16	0.02	0.18	0.16
617	0.48	0.16	0.02	0.16	0.18
618	0.48	0.16	0.02	0.14	0.2
619	0.48	0.16	0.0	0.26	0.1
620	0.48	0.16	0.0	0.24	0.12
621	0.48	0.16	0.0	0.22	0.14
622	0.48	0.16	0.0	0.2	0.16
623	0.48	0.16	0.0	0.18	0.18
624	0.48	0.16	0.0	0.16	0.2
625	0.48	0.14	0.18	0.1	0.1
626	0.48	0.14	0.16	0.12	0.1
627	0.48	0.14	0.16	0.1	0.12
628	0.48	0.14	0.14	0.14	0.1
629	0.48	0.14	0.14	0.12	0.12
630	0.48	0.14	0.14	0.1	0.14
631	0.48	0.14	0.12	0.16	0.1
632	0.48	0.14	0.12	0.14	0.12
633	0.48	0.14	0.12	0.12	0.14
