	0	1	2	3	4
1635	0.46	0.02	0.0	0.42	0.1
1636	0.46	0.02	0.0	0.4	0.12
1637	0.46	0.02	0.0	0.38	0.14
1638	0.46	0.02	0.0	0.36	0.16
1639	0.46	0.02	0.0	0.34	0.18
1640	0.46	0.02	0.0	0.32	0.2
1641	0.46	0.0	0.2	0.24	0.1
1642	0.46	0.0	0.2	0.22	0.12
1643	0.46	0.0	0.2	0.2	0.14
1644	0.46	0.0	0.2	0.18	0.16
1645	0.46	0.0	0.2	0.16	0.18
1646	0.46	0.0	0.2	0.14	0.2
1647	0.46	0.0	0.18	0.26	0.1
1648	0.46	0.0	0.18	0.24	0.12
1649	0.46	0.0	0.18	0.22	0.14
1650	0.46	0.0	0.18	0.2	0.16
1651	0.46	0.0	0.18	0.18	0.18
1652	0.46	0.0	0.18	0.16	0.2
1653	0.46	0.0	0.16	0.28	0.1
1654	0.46	0.0	0.16	0.26	0.12
1655	0.46	0.0	0.16	0.24	0.14
1656	0.46	0.0	0.16	0.22	0.16
1657	0.46	0.0	0.16	0.2	0.18
1658	0.46	0.0	0.16	0.18	0.2
1659	0.46	0.0	0.14	0.3	0.1
1660	0.46	0.0	0.14	0.28	0.12
1661	0.46	0.0	0.14	0.26	0.14
1662	0.46	0.0	0.14	0.24	0.16
1663	0.46	0.0	0.14	0.22	0.18
1664	0.46	0.0	0.14	0.2	0.2
1665	0.46	0.0	0.12	0.32	0.1
1666	0.46	0.0	0.12	0.3	0.12
1667	0.46	0.0	0.12	0.28	0.14
1668	0.46	0.0	0.12	0.26	0.16
1669	0.46	0.0	0.12	0.24	0.18
1670	0.46	0.0	0.12	0.22	0.2
1671	0.46	0.0	0.1	0.34	0.1
1672	0.46	0.0	0.1	0.32	0.12
1673	0.46	0.0	0.1	0.3	0.14
1674	0.46	0.0	0.1	0.28	0.16
1675	0.46	0.0	0.1	0.26	0.18
1676	0.46	0.0	0.1	0.24	0.2
1677	0.46	0.0	0.08	0.36	0.1
1678	0.46	0.0	0.08	0.34	0.12
1679	0.46	0.0	0.08	0.32	0.14
1680	0.46	0.0	0.08	0.3	0.16
1681	0.46	0.0	0.08	0.28	0.18
1682	0.46	0.0	0.08	0.26	0.2
1683	0.46	0.0	0.06	0.38	0.1
1684	0.46	0.0	0.06	0.36	0.12
1685	0.46	0.0	0.06	0.34	0.14
1686	0.46	0.0	0.06	0.32	0.16
1687	0.46	0.0	0.06	0.3	0.18
1688	0.46	0.0	0.06	0.28	0.2
1689	0.46	0.0	0.04	0.4	0.1
1690	0.46	0.0	0.04	0.38	0.12
1691	0.46	0.0	0.04	0.36	0.14
1692	0.46	0.0	0.04	0.34	0.16
1693	0.46	0.0	0.04	0.32	0.18
1694	0.46	0.0	0.04	0.3	0.2
1695	0.46	0.0	0.02	0.42	0.1
1696	0.46	0.0	0.02	0.4	0.12
1697	0.46	0.0	0.02	0.38	0.14
1698	0.46	0.0	0.02	0.36	0.16
1699	0.46	0.0	0.02	0.34	0.18
1700	0.46	0.0	0.02	0.32	0.2
1701	0.46	0.0	0.0	0.44	0.1
1702	0.46	0.0	0.0	0.42	0.12
1703	0.46	0.0	0.0	0.4	0.14
1704	0.46	0.0	0.0	0.38	0.16
1705	0.46	0.0	0.0	0.36	0.18
1706	0.46	0.0	0.0	0.34	0.2
1707	0.44	0.2	0.16	0.1	0.1
1708	0.44	0.2	0.14	0.12	0.1
1709	0.44	0.2	0.14	0.1	0.12
1710	0.44	0.2	0.12	0.14	0.1
1711	0.44	0.2	0.12	0.12	0.12
1712	0.44	0.2	0.12	0.1	0.14
1713	0.44	0.2	0.1	0.16	0.1
1714	0.44	0.2	0.1	0.14	0.12
1715	0.44	0.2	0.1	0.12	0.14
1716	0.44	0.2	0.1	0.1	0.16
1717	0.44	0.2	0.08	0.18	0.1
1718	0.44	0.2	0.08	0.16	0.12
1719	0.44	0.2	0.08	0.14	0.14
1720	0.44	0.2	0.08	0.12	0.16
1721	0.44	0.2	0.08	0.1	0.18
1722	0.44	0.2	0.06	0.2	0.1
1723	0.44	0.2	0.06	0.18	0.12
1724	0.44	0.2	0.06	0.16	0.14
1725	0.44	0.2	0.06	0.14	0.16
1726	0.44	0.2	0.06	0.12	0.18
1727	0.44	0.2	0.06	0.1	0.2
1728	0.44	0.2	0.04	0.22	0.1
1729	0.44	0.2	0.04	0.2	0.12
1730	0.44	0.2	0.04	0.18	0.14
1731	0.44	0.2	0.04	0.16	0.16
1732	0.44	0.2	0.04	0.14	0.18
1733	0.44	0.2	0.04	0.12	0.2
1734	0.44	0.2	0.02	0.24	0.1
1735	0.44	0.2	0.02	0.22	0.12
1736	0.44	0.2	0.02	0.2	0.14
1737	0.44	0.2	0.02	0.18	0.16
1738	0.44	0.2	0.02	0.16	0.18
1739	0.44	0.2	0.02	0.14	0.2
1740	0.44	0.2	0.0	0.26	0.1
1741	0.44	0.2	0.0	0.24	0.12
1742	0.44	0.2	0.0	0.22	0.14
1743	0.44	0.2	0.0	0.2	0.16
1744	0.44	0.2	0.0	0.18	0.18
1745	0.44	0.2	0.0	0.16	0.2
1746	0.44	0.18	0.18	0.1	0.1
1747	0.44	0.18	0.16	0.12	0.1
1748	0.44	0.18	0.16	0.1	0.12
1749	0.44	0.18	0.14	0.14	0.1
1750	0.44	0.18	0.14	0.12	0.12
1751	0.44	0.18	0.14	0.1	0.14
1752	0.44	0.18	0.12	0.16	0.1
1753	0.44	0.18	0.12	0.14	0.12
1754	0.44	0.18	0.12	0.12	0.14
1755	0.44	0.18	0.12	0.1	0.16
1756	0.44	0.18	0.1	0.18	0.1
1757	0.44	0.18	0.1	0.16	0.12
1758	0.44	0.18	0.1	0.14	0.14
1759	0.44	0.18	0.1	0.12	0.16
1760	0.44	0.18	0.1	0.1	0.18
1761	0.44	0.18	0.08	0.2	0.1
1762	0.44	0.18	0.08	0.18	0.12
1763	0.44	0.18	0.08	0.16	0.14
1764	0.44	0.18	0.08	0.14	0.16
1765	0.44	0.18	0.08	0.12	0.18
1766	0.44	0.18	0.08	0.1	0.2
1767	0.44	0.18	0.06	0.22	0.1
1768	0.44	0.18	0.06	0.2	0.12
1769	0.44	0.18	0.06	0.18	0.14
1770	0.44	0.18	0.06	0.16	0.16
1771	0.44	0.18	0.06	0.14	0.18
1772	0.44	0.18	0.06	0.12	0.2
1773	0.44	0.18	0.04	0.24	0.1
1774	0.44	0.18	0.04	0.22	0.12
1775	0.44	0.18	0.04	0.2	0.14
1776	0.44	0.18	0.04	0.18	0.16
1777	0.44	0.18	0.04	0.16	0.18
1778	0.44	0.18	0.04	0.14	0.2
1779	0.44	0.18	0.02	0.26	0.1
1780	0.44	0.18	0.02	0.24	0.12
1781	0.44	0.18	0.02	0.22	0.14
1782	0.44	0.18	0.02	0.2	0.16
1783	0.44	0.18	0.02	0.18	0.18
1784	0.44	0.18	0.02	0.16	0.2
1785	0.44	0.18	0.0	0.28	0.1
1786	0.44	0.18	0.0	0.26	0.12
1787	0.44	0.18	0.0	0.24	0.14
1788	0.44	0.18	0.0	0.22	0.16
1789	0.44	0.18	0.0	0.2	0.18
1790	0.44	0.18	0.0	0.18	0.2
1791	0.44	0.16	0.2	0.1	0.1
1792	0.44	0.16	0.18	0.12	0.1
1793	0.44	0.16	0.18	0.1	0.12
1794	0.44	0.16	0.16	0.14	0.1
1795	0.44	0.16	0.16	0.12	0.12
1796	0.44	0.16	0.16	0.1	0.14
1797	0.44	0.16	0.14	0.16	0.1
1798	0.44	0.16	0.14	0.14	0.12
1799	0.44	0.16	0.14	0.12	0.14
1800	0.44	0.16	0.14	0.1	0.16
1801	0.44	0.16	0.12	0.18	0.1
1802	0.44	0.16	0.12	0.16	0.12
1803	0.44	0.16	0.12	0.14	0.14
1804	0.44	0.16	0.12	0.12	0.16
1805	0.44	0.16	0.12	0.1	0.18
1806	0.44	0.16	0.1	0.2	0.1
1807	0.44	0.16	0.1	0.18	0.12
1808	0.44	0.16	0.1	0.16	0.14
1809	0.44	0.16	0.1	0.14	0.16
1810	0.44	0.16	0.1	0.12	0.18
1811	0.44	0.16	0.1	0.1	0.2
1812	0.44	0.16	0.08	0.22	0.1
1813	0.44	0.16	0.08	0.2	0.12
1814	0.44	0.16	0.08	0.18	0.14
1815	0.44	0.16	0.08	0.16	0.16
1816	0.44	0.16	0.08	0.14	0.18
1817	0.44	0.16	0.08	0.12	0.2
1818	0.44	0.16	0.06	0.24	0.1
1819	0.44	0.16	0.06	0.22	0.12
1820	0.44	0.16	0.06	0.2	0.14
1821	0.44	0.16	0.06	0.18	0.16
1822	0.44	0.16	0.06	0.16	0.18
1823	0.44	0.16	0.06	0.14	0.2
1824	0.44	0.16	0.04	0.26	0.1
1825	0.44	0.16	0.04	0.24	0.12
1826	0.44	0.16	0.04	0.22	0.14
1827	0.44	0.16	0.04	0.2	0.16
1828	0.44	0.16	0.04	0.18	0.18
1829	0.44	0.16	0.04	0.16	0.2
1830	0.44	0.16	0.02	0.28	0.1
1831	0.44	0.16	0.02	0.26	0.12
1832	0.44	0.16	0.02	0.24	0.14
1833	0.44	0.16	0.02	0.22	0.16
1834	0.44	0.16	0.02	0.2	0.18
1835	0.44	0.16	0.02	0.18	0.2
1836	0.44	0.16	0.0	0.3	0.1
1837	0.44	0.16	0.0	0.28	0.12
1838	0.44	0.16	0.0	0.26	0.14
1839	0.44	0.16	0.0	0.24	0.16
1840	0.44	0.16	0.0	0.22	0.18
1841	0.44	0.16	0.0	0.2	0.2
1842	0.44	0.14	0.2	0.12	0.1
1843	0.44	0.14	0.2	0.1	0.12
1844	0.44	0.14	0.18	0.14	0.1
1845	0.44	0.14	0.18	0.12	0.12
1846	0.44	0.14	0.18	0.1	0.14
1847	0.44	0.14	0.16	0.16	0.1
1848	0.44	0.14	0.16	0.14	0.12
1849	0.44	0.14	0.16	0.12	0.14
1850	0.44	0.14	0.16	0.1	0.16
1851	0.44	0.14	0.14	0.18	0.1
1852	0.44	0.14	0.14	0.16	0.12
1853	0.44	0.14	0.14	0.14	0.14
1854	0.44	0.14	0.14	0.12	0.16
1855	0.44	0.14	0.14	0.1	0.18
1856	0.44	0.14	0.12	0.2	0.1
1857	0.44	0.14	0.12	0.18	0.12
1858	0.44	0.14	0.12	0.16	0.14
1859	0.44	0.14	0.12	0.14	0.16
1860	0.44	0.14	0.12	0.12	0.18
1861	0.44	0.14	0.12	0.1	0.2
1862	0.44	0.14	0.1	0.22	0.1
1863	0.44	0.14	0.1	0.2	0.12
1864	0.44	0.14	0.1	0.18	0.14
1865	0.44	0.14	0.1	0.16	0.16
1866	0.44	0.14	0.1	0.14	0.18
1867	0.44	0.14	0.1	0.12	0.2
1868	0.44	0.14	0.08	0.24	0.1
1869	0.44	0.14	0.08	0.22	0.12
1870	0.44	0.14	0.08	0.2	0.14
1871	0.44	0.14	0.08	0.18	0.16
1872	0.44	0.14	0.08	0.16	0.18
1873	0.44	0.14	0.08	0.14	0.2
1874	0.44	0.14	0.06	0.26	0.1
1875	0.44	0.14	0.06	0.24	0.12
1876	0.44	0.14	0.06	0.22	0.14
1877	0.44	0.14	0.06	0.2	0.16
1878	0.44	0.14	0.06	0.18	0.18
1879	0.44	0.14	0.06	0.16	0.2
1880	0.44	0.14	0.04	0.28	0.1
1881	0.44	0.14	0.04	0.26	0.12
1882	0.44	0.14	0.04	0.24	0.14
1883	0.44	0.14	0.04	0.22	0.16
1884	0.44	0.14	0.04	0.2	0.18
1885	0.44	0.14	0.04	0.18	0.2
1886	0.44	0.14	0.02	0.3	0.1
1887	0.44	0.14	0.02	0.28	0.12
1888	0.44	0.14	0.02	0.26	0.14
1889	0.44	0.14	0.02	0.24	0.16
1890	0.44	0.14	0.02	0.22	0.18
1891	0.44	0.14	0.02	0.2	0.2
1892	0.44	0.14	0.0	0.32	0.1
1893	0.44	0.14	0.0	0.3	0.12
1894	0.44	0.14	0.0	0.28	0.14
1895	0.44	0.14	0.0	0.26	0.16
1896	0.44	0.14	0.0	0.24	0.18
1897	0.44	0.14	0.0	0.22	0.2
1898	0.44	0.12	0.2	0.14	0.1
1899	0.44	0.12	0.2	0.12	0.12
1900	0.44	0.12	0.2	0.1	0.14
1901	0.44	0.12	0.18	0.16	0.1
1902	0.44	0.12	0.18	0.14	0.12
1903	0.44	0.12	0.18	0.12	0.14
1904	0.44	0.12	0.18	0.1	0.16
1905	0.44	0.12	0.16	0.18	0.1
1906	0.44	0.12	0.16	0.16	0.12
1907	0.44	0.12	0.16	0.14	0.14
1908	0.44	0.12	0.16	0.12	0.16
1909	0.44	0.12	0.16	0.1	0.18
1910	0.44	0.12	0.14	0.2	0.1
1911	0.44	0.12	0.14	0.18	0.12
1912	0.44	0.12	0.14	0.16	0.14
1913	0.44	0.12	0.14	0.14	0.16
1914	0.44	0.12	0.14	0.12	0.18
1915	0.44	0.12	0.14	0.1	0.2
1916	0.44	0.12	0.12	0.22	0.1
1917	0.44	0.12	0.12	0.2	0.12
1918	0.44	0.12	0.12	0.18	0.14
1919	0.44	0.12	0.12	0.16	0.16
1920	0.44	0.12	0.12	0.14	0.18
1921	0.44	0.12	0.12	0.12	0.2
1922	0.44	0.12	0.1	0.24	0.1
1923	0.44	0.12	0.1	0.22	0.12
1924	0.44	0.12	0.1	0.2	0.14
1925	0.44	0.12	0.1	0.18	0.16
1926	0.44	0.12	0.1	0.16	0.18
1927	0.44	0.12	0.1	0.14	0.2
1928	0.44	0.12	0.08	0.26	0.1
1929	0.44	0.12	0.08	0.24	0.12
1930	0.44	0.12	0.08	0.22	0.14
1931	0.44	0.12	0.08	0.2	0.16
1932	0.44	0.12	0.08	0.18	0.18
1933	0.44	0.12	0.08	0.16	0.2
1934	0.44	0.12	0.06	0.28	0.1
1935	0.44	0.12	0.06	0.26	0.12
1936	0.44	0.12	0.06	0.24	0.14
1937	0.44	0.12	0.06	0.22	0.16
1938	0.44	0.12	0.06	0.2	0.18
1939	0.44	0.12	0.06	0.18	0.2
1940	0.44	0.12	0.04	0.3	0.1
1941	0.44	0.12	0.04	0.28	0.12
1942	0.44	0.12	0.04	0.26	0.14
1943	0.44	0.12	0.04	0.24	0.16
1944	0.44	0.12	0.04	0.22	0.18
1945	0.44	0.12	0.04	0.2	0.2
1946	0.44	0.12	0.02	0.32	0.1
1947	0.44	0.12	0.02	0.3	0.12
1948	0.44	0.12	0.02	0.28	0.14
1949	0.44	0.12	0.02	0.26	0.16
1950	0.44	0.12	0.02	0.24	0.18
1951	0.44	0.12	0.02	0.22	0.2
1952	0.44	0.12	0.0	0.34	0.1
1953	0.44	0.12	0.0	0.32	0.12
1954	0.44	0.12	0.0	0.3	0.14
1955	0.44	0.12	0.0	0.28	0.16
1956	0.44	0.12	0.0	0.26	0.18
1957	0.44	0.12	0.0	0.24	0.2
1958	0.44	0.1	0.2	0.16	0.1
1959	0.44	0.1	0.2	0.14	0.12
1960	0.44	0.1	0.2	0.12	0.14
1961	0.44	0.1	0.2	0.1	0.16
1962	0.44	0.1	0.18	0.18	0.1
1963	0.44	0.1	0.18	0.16	0.12
1964	0.44	0.1	0.18	0.14	0.14
1965	0.44	0.1	0.18	0.12	0.16
1966	0.44	0.1	0.18	0.1	0.18
1967	0.44	0.1	0.16	0.2	0.1
1968	0.44	0.1	0.16	0.18	0.12
1969	0.44	0.1	0.16	0.16	0.14
1970	0.44	0.1	0.16	0.14	0.16
1971	0.44	0.1	0.16	0.12	0.18
1972	0.44	0.1	0.16	0.1	0.2
1973	0.44	0.1	0.14	0.22	0.1
1974	0.44	0.1	0.14	0.2	0.12
1975	0.44	0.1	0.14	0.18	0.14
1976	0.44	0.1	0.14	0.16	0.16
1977	0.44	0.1	0.14	0.14	0.18
1978	0.44	0.1	0.14	0.12	0.2
1979	0.44	0.1	0.12	0.24	0.1
1980	0.44	0.1	0.12	0.22	0.12
1981	0.44	0.1	0.12	0.2	0.14
1982	0.44	0.1	0.12	0.18	0.16
1983	0.44	0.1	0.12	0.16	0.18
1984	0.44	0.1	0.12	0.14	0.2
1985	0.44	0.1	0.1	0.26	0.1
1986	0.44	0.1	0.1	0.24	0.12
1987	0.44	0.1	0.1	0.22	0.14
1988	0.44	0.1	0.1	0.2	0.16
1989	0.44	0.1	0.1	0.18	0.18
1990	0.44	0.1	0.1	0.16	0.2
1991	0.44	0.1	0.08	0.28	0.1
1992	0.44	0.1	0.08	0.26	0.12
1993	0.44	0.1	0.08	0.24	0.14
1994	0.44	0.1	0.08	0.22	0.16
1995	0.44	0.1	0.08	0.2	0.18
1996	0.44	0.1	0.08	0.18	0.2
1997	0.44	0.1	0.06	0.3	0.1
1998	0.44	0.1	0.06	0.28	0.12
1999	0.44	0.1	0.06	0.26	0.14
2000	0.44	0.1	0.06	0.24	0.16
2001	0.44	0.1	0.06	0.22	0.18
2002	0.44	0.1	0.06	0.2	0.2
2003	0.44	0.1	0.04	0.32	0.1
2004	0.44	0.1	0.04	0.3	0.12
2005	0.44	0.1	0.04	0.28	0.14
2006	0.44	0.1	0.04	0.26	0.16
2007	0.44	0.1	0.04	0.24	0.18
2008	0.44	0.1	0.04	0.22	0.2
2009	0.44	0.1	0.02	0.34	0.1
2010	0.44	0.1	0.02	0.32	0.12
2011	0.44	0.1	0.02	0.3	0.14
2012	0.44	0.1	0.02	0.28	0.16
2013	0.44	0.1	0.02	0.26	0.18
2014	0.44	0.1	0.02	0.24	0.2
2015	0.44	0.1	0.0	0.36	0.1
2016	0.44	0.1	0.0	0.34	0.12
2017	0.44	0.1	0.0	0.32	0.14
2018	0.44	0.1	0.0	0.3	0.16
2019	0.44	0.1	0.0	0.28	0.18
2020	0.44	0.1	0.0	0.26	0.2
2021	0.44	0.08	0.2	0.18	0.1
2022	0.44	0.08	0.2	0.16	0.12
2023	0.44	0.08	0.2	0.14	0.14
2024	0.44	0.08	0.2	0.12	0.16
2025	0.44	0.08	0.2	0.1	0.18
2026	0.44	0.08	0.18	0.2	0.1
2027	0.44	0.08	0.18	0.18	0.12
2028	0.44	0.08	0.18	0.16	0.14
2029	0.44	0.08	0.18	0.14	0.16
2030	0.44	0.08	0.18	0.12	0.18
2031	0.44	0.08	0.18	0.1	0.2
2032	0.44	0.08	0.16	0.22	0.1
2033	0.44	0.08	0.16	0.2	0.12
2034	0.44	0.08	0.16	0.18	0.14
2035	0.44	0.08	0.16	0.16	0.16
2036	0.44	0.08	0.16	0.14	0.18
2037	0.44	0.08	0.16	0.12	0.2
2038	0.44	0.08	0.14	0.24	0.1
2039	0.44	0.08	0.14	0.22	0.12
2040	0.44	0.08	0.14	0.2	0.14
2041	0.44	0.08	0.14	0.18	0.16
2042	0.44	0.08	0.14	0.16	0.18
2043	0.44	0.08	0.14	0.14	0.2
2044	0.44	0.08	0.12	0.26	0.1
2045	0.44	0.08	0.12	0.24	0.12
2046	0.44	0.08	0.12	0.22	0.14
2047	0.44	0.08	0.12	0.2	0.16
2048	0.44	0.08	0.12	0.18	0.18
2049	0.44	0.08	0.12	0.16	0.2
2050	0.44	0.08	0.1	0.28	0.1
2051	0.44	0.08	0.1	0.26	0.12
2052	0.44	0.08	0.1	0.24	0.14
2053	0.44	0.08	0.1	0.22	0.16
2054	0.44	0.08	0.1	0.2	0.18
2055	0.44	0.08	0.1	0.18	0.2
2056	0.44	0.08	0.08	0.3	0.1
2057	0.44	0.08	0.08	0.28	0.12
2058	0.44	0.08	0.08	0.26	0.14
2059	0.44	0.08	0.08	0.24	0.16
2060	0.44	0.08	0.08	0.22	0.18
2061	0.44	0.08	0.08	0.2	0.2
2062	0.44	0.08	0.06	0.32	0.1
2063	0.44	0.08	0.06	0.3	0.12
2064	0.44	0.08	0.06	0.28	0.14
2065	0.44	0.08	0.06	0.26	0.16
2066	0.44	0.08	0.06	0.24	0.18
2067	0.44	0.08	0.06	0.22	0.2
2068	0.44	0.08	0.04	0.34	0.1
2069	0.44	0.08	0.04	0.32	0.12
2070	0.44	0.08	0.04	0.3	0.14
2071	0.44	0.08	0.04	0.28	0.16
2072	0.44	0.08	0.04	0.26	0.18
2073	0.44	0.08	0.04	0.24	0.2
2074	0.44	0.08	0.02	0.36	0.1
2075	0.44	0.08	0.02	0.34	0.12
2076	0.44	0.08	0.02	0.32	0.14
2077	0.44	0.08	0.02	0.3	0.16
2078	0.44	0.08	0.02	0.28	0.18
2079	0.44	0.08	0.02	0.26	0.2
2080	0.44	0.08	0.0	0.38	0.1
2081	0.44	0.08	0.0	0.36	0.12
2082	0.44	0.08	0.0	0.34	0.14
2083	0.44	0.08	0.0	0.32	0.16
2084	0.44	0.08	0.0	0.3	0.18
2085	0.44	0.08	0.0	0.28	0.2
2086	0.44	0.06	0.2	0.2	0.1
2087	0.44	0.06	0.2	0.18	0.12
2088	0.44	0.06	0.2	0.16	0.14
2089	0.44	0.06	0.2	0.14	0.16
2090	0.44	0.06	0.2	0.12	0.18
2091	0.44	0.06	0.2	0.1	0.2
2092	0.44	0.06	0.18	0.22	0.1
2093	0.44	0.06	0.18	0.2	0.12
2094	0.44	0.06	0.18	0.18	0.14
2095	0.44	0.06	0.18	0.16	0.16
2096	0.44	0.06	0.18	0.14	0.18
2097	0.44	0.06	0.18	0.12	0.2
2098	0.44	0.06	0.16	0.24	0.1
2099	0.44	0.06	0.16	0.22	0.12
2100	0.44	0.06	0.16	0.2	0.14
2101	0.44	0.06	0.16	0.18	0.16
2102	0.44	0.06	0.16	0.16	0.18
2103	0.44	0.06	0.16	0.14	0.2
2104	0.44	0.06	0.14	0.26	0.1
2105	0.44	0.06	0.14	0.24	0.12
2106	0.44	0.06	0.14	0.22	0.14
2107	0.44	0.06	0.14	0.2	0.16
2108	0.44	0.06	0.14	0.18	0.18
2109	0.44	0.06	0.14	0.16	0.2
2110	0.44	0.06	0.12	0.28	0.1
2111	0.44	0.06	0.12	0.26	0.12
2112	0.44	0.06	0.12	0.24	0.14
2113	0.44	0.06	0.12	0.22	0.16
2114	0.44	0.06	0.12	0.2	0.18
2115	0.44	0.06	0.12	0.18	0.2
2116	0.44	0.06	0.1	0.3	0.1
2117	0.44	0.06	0.1	0.28	0.12
2118	0.44	0.06	0.1	0.26	0.14
2119	0.44	0.06	0.1	0.24	0.16
2120	0.44	0.06	0.1	0.22	0.18
2121	0.44	0.06	0.1	0.2	0.2
2122	0.44	0.06	0.08	0.32	0.1
2123	0.44	0.06	0.08	0.3	0.12
2124	0.44	0.06	0.08	0.28	0.14
2125	0.44	0.06	0.08	0.26	0.16
2126	0.44	0.06	0.08	0.24	0.18
2127	0.44	0.06	0.08	0.22	0.2
2128	0.44	0.06	0.06	0.34	0.1
2129	0.44	0.06	0.06	0.32	0.12
2130	0.44	0.06	0.06	0.3	0.14
2131	0.44	0.06	0.06	0.28	0.16
2132	0.44	0.06	0.06	0.26	0.18
2133	0.44	0.06	0.06	0.24	0.2
2134	0.44	0.06	0.04	0.36	0.1
2135	0.44	0.06	0.04	0.34	0.12
2136	0.44	0.06	0.04	0.32	0.14
2137	0.44	0.06	0.04	0.3	0.16
2138	0.44	0.06	0.04	0.28	0.18
2139	0.44	0.06	0.04	0.26	0.2
2140	0.44	0.06	0.02	0.38	0.1
2141	0.44	0.06	0.02	0.36	0.12
2142	0.44	0.06	0.02	0.34	0.14
2143	0.44	0.06	0.02	0.32	0.16
2144	0.44	0.06	0.02	0.3	0.18
2145	0.44	0.06	0.02	0.28	0.2
2146	0.44	0.06	0.0	0.4	0.1
2147	0.44	0.06	0.0	0.38	0.12
2148	0.44	0.06	0.0	0.36	0.14
2149	0.44	0.06	0.0	0.34	0.16
2150	0.44	0.06	0.0	0.32	0.18
2151	0.44	0.06	0.0	0.3	0.2
2152	0.44	0.04	0.2	0.22	0.1
2153	0.44	0.04	0.2	0.2	0.12
2154	0.44	0.04	0.2	0.18	0.14
2155	0.44	0.04	0.2	0.16	0.16
2156	0.44	0.04	0.2	0.14	0.18
2157	0.44	0.04	0.2	0.12	0.2
2158	0.44	0.04	0.18	0.24	0.1
2159	0.44	0.04	0.18	0.22	0.12
2160	0.44	0.04	0.18	0.2	0.14
2161	0.44	0.04	0.18	0.18	0.16
2162	0.44	0.04	0.18	0.16	0.18
2163	0.44	0.04	0.18	0.14	0.2
2164	0.44	0.04	0.16	0.26	0.1
2165	0.44	0.04	0.16	0.24	0.12
2166	0.44	0.04	0.16	0.22	0.14
2167	0.44	0.04	0.16	0.2	0.16
2168	0.44	0.04	0.16	0.18	0.18
2169	0.44	0.04	0.16	0.16	0.2
2170	0.44	0.04	0.14	0.28	0.1
2171	0.44	0.04	0.14	0.26	0.12
2172	0.44	0.04	0.14	0.24	0.14
2173	0.44	0.04	0.14	0.22	0.16
2174	0.44	0.04	0.14	0.2	0.18
2175	0.44	0.04	0.14	0.18	0.2
2176	0.44	0.04	0.12	0.3	0.1
2177	0.44	0.04	0.12	0.28	0.12
2178	0.44	0.04	0.12	0.26	0.14
2179	0.44	0.04	0.12	0.24	0.16
2180	0.44	0.04	0.12	0.22	0.18
2181	0.44	0.04	0.12	0.2	0.2
2182	0.44	0.04	0.1	0.32	0.1
2183	0.44	0.04	0.1	0.3	0.12
2184	0.44	0.04	0.1	0.28	0.14
2185	0.44	0.04	0.1	0.26	0.16
2186	0.44	0.04	0.1	0.24	0.18
2187	0.44	0.04	0.1	0.22	0.2
2188	0.44	0.04	0.08	0.34	0.1
2189	0.44	0.04	0.08	0.32	0.12
2190	0.44	0.04	0.08	0.3	0.14
2191	0.44	0.04	0.08	0.28	0.16
2192	0.44	0.04	0.08	0.26	0.18
2193	0.44	0.04	0.08	0.24	0.2
2194	0.44	0.04	0.06	0.36	0.1
2195	0.44	0.04	0.06	0.34	0.12
2196	0.44	0.04	0.06	0.32	0.14
2197	0.44	0.04	0.06	0.3	0.16
2198	0.44	0.04	0.06	0.28	0.18
2199	0.44	0.04	0.06	0.26	0.2
2200	0.44	0.04	0.04	0.38	0.1
2201	0.44	0.04	0.04	0.36	0.12
2202	0.44	0.04	0.04	0.34	0.14
2203	0.44	0.04	0.04	0.32	0.16
2204	0.44	0.04	0.04	0.3	0.18
2205	0.44	0.04	0.04	0.28	0.2
2206	0.44	0.04	0.02	0.4	0.1
2207	0.44	0.04	0.02	0.38	0.12
2208	0.44	0.04	0.02	0.36	0.14
2209	0.44	0.04	0.02	0.34	0.16
2210	0.44	0.04	0.02	0.32	0.18
2211	0.44	0.04	0.02	0.3	0.2
2212	0.44	0.04	0.0	0.42	0.1
2213	0.44	0.04	0.0	0.4	0.12
2214	0.44	0.04	0.0	0.38	0.14
2215	0.44	0.04	0.0	0.36	0.16
2216	0.44	0.04	0.0	0.34	0.18
2217	0.44	0.04	0.0	0.32	0.2
2218	0.44	0.02	0.2	0.24	0.1
2219	0.44	0.02	0.2	0.22	0.12
2220	0.44	0.02	0.2	0.2	0.14
2221	0.44	0.02	0.2	0.18	0.16
2222	0.44	0.02	0.2	0.16	0.18
2223	0.44	0.02	0.2	0.14	0.2
2224	0.44	0.02	0.18	0.26	0.1
2225	0.44	0.02	0.18	0.24	0.12
2226	0.44	0.02	0.18	0.22	0.14
2227	0.44	0.02	0.18	0.2	0.16
2228	0.44	0.02	0.18	0.18	0.18
2229	0.44	0.02	0.18	0.16	0.2
2230	0.44	0.02	0.16	0.28	0.1
2231	0.44	0.02	0.16	0.26	0.12
2232	0.44	0.02	0.16	0.24	0.14
2233	0.44	0.02	0.16	0.22	0.16
2234	0.44	0.02	0.16	0.2	0.18
2235	0.44	0.02	0.16	0.18	0.2
2236	0.44	0.02	0.14	0.3	0.1
2237	0.44	0.02	0.14	0.28	0.12
2238	0.44	0.02	0.14	0.26	0.14
2239	0.44	0.02	0.14	0.24	0.16
2240	0.44	0.02	0.14	0.22	0.18
2241	0.44	0.02	0.14	0.2	0.2
2242	0.44	0.02	0.12	0.32	0.1
